@RELATION P1Mario-data-training-T3Original

@ATTRIBUTE MergedObs[7][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[8][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[9][11] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][9] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE MergedObs[10][10] {-85, -62, -60, -24, 0, 1, 2, 3, 5, 25, 80, 93}
@ATTRIBUTE distanceEnemy NUMERIC
@ATTRIBUTE distanceCoin NUMERIC
@ATTRIBUTE isOnGround {Ground, Air}
@ATTRIBUTE isDanger {Enemy, NoEnemy}
@ATTRIBUTE isEnemyBelow {Enemy, NoEnemy}
@ATTRIBUTE isCoin {Coin, NoCoin}
@ATTRIBUTE action {move, jump, move_jump, still}
@ATTRIBUTE reward NUMERIC
@ATTRIBUTE futureReward NUMERIC

@data
0,0,2,-24,-24,-60,-60,600,905,Air,NoEnemy,NoEnemy,NoCoin,move_jump,683,843
0,0,2,0,2,0,-24,608,806,Air,NoEnemy,NoEnemy,NoCoin,move_jump,699,843
0,0,2,2,2,-24,0,316,800,Ground,NoEnemy,NoEnemy,Coin,move,779,875
0,0,0,0,0,80,-24,100,800,Air,NoEnemy,Enemy,NoCoin,move_jump,875,833
0,0,0,0,0,-24,0,223,1414,Ground,NoEnemy,NoEnemy,NoCoin,move,875,833
0,0,0,0,0,-24,0,223,1414,Ground,NoEnemy,NoEnemy,NoCoin,move,875,833
0,0,0,0,0,0,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,875,833
0,0,0,80,0,-60,-60,100,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,875,833
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,833,833
0,0,0,0,0,0,0,1131,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,80,80,-60,-60,100,1414,Ground,Enemy,NoEnemy,NoCoin,move_jump,-43,-33
0,0,0,0,0,80,80,0,1414,Air,Enemy,Enemy,NoCoin,move_jump,-43,-33
0,0,2,2,0,-24,-24,608,905,Ground,NoEnemy,NoEnemy,Coin,move,19,41
0,0,0,0,0,-24,-24,412,900,Ground,NoEnemy,NoEnemy,NoCoin,move,51,41
0,0,0,0,0,-24,-24,412,900,Ground,NoEnemy,NoEnemy,NoCoin,move,51,41
0,0,2,2,2,-24,-24,1414,223,Ground,NoEnemy,NoEnemy,Coin,move,9,41
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,-1,-43
0,0,0,80,80,-60,-60,100,1029,Ground,Enemy,NoEnemy,NoCoin,move_jump,-43,-27
0,0,2,2,2,-24,-24,1414,600,Ground,NoEnemy,NoEnemy,Coin,move,-17,111
0,0,2,2,2,-24,-24,1414,600,Ground,NoEnemy,NoEnemy,Coin,move,-17,111
0,0,0,0,2,-24,-24,1414,600,Ground,NoEnemy,NoEnemy,NoCoin,move,15,111
0,0,2,2,2,-24,0,1414,600,Ground,NoEnemy,NoEnemy,Coin,move,15,111
0,0,0,80,0,-60,-60,100,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,127,85
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,85,85
0,0,0,0,0,0,0,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,85,85
0,0,0,0,0,0,0,824,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,85,85
0,0,0,80,0,-60,-60,100,1000,Air,Enemy,NoEnemy,NoCoin,move_jump,85,85
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,80,0,-60,-60,100,848,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,95
0,0,2,2,2,-24,-24,806,806,Ground,NoEnemy,NoEnemy,Coin,move,-1,95
0,0,0,0,0,80,0,100,900,Air,NoEnemy,Enemy,NoCoin,move_jump,153,153
0,0,0,0,0,0,0,200,800,Air,NoEnemy,NoEnemy,NoCoin,move_jump,153,169
0,0,0,0,0,0,0,300,700,Air,NoEnemy,NoEnemy,NoCoin,move_jump,153,169
0,0,2,2,0,-24,0,1414,141,Ground,NoEnemy,NoEnemy,Coin,move,217,249
0,0,0,80,0,-60,-60,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,249,217
0,0,0,0,2,80,-24,100,360,Air,NoEnemy,Enemy,NoCoin,move_jump,175,217
0,0,2,2,2,-24,-24,412,316,Ground,NoEnemy,NoEnemy,Coin,move,175,217
0,0,2,2,2,-24,-24,412,316,Ground,NoEnemy,NoEnemy,Coin,move,175,217
0,0,2,0,2,-24,-24,412,316,Ground,NoEnemy,NoEnemy,NoCoin,move,191,217
0,0,0,0,-60,-24,80,141,500,Ground,Enemy,NoEnemy,NoCoin,move,207,249
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,265,275
0,0,0,0,0,-60,-60,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,265,275
0,0,0,0,0,-60,-60,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,275,275
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,-60,80,223,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,41,61
0,0,0,0,-62,80,0,400,721,Air,NoEnemy,Enemy,NoCoin,move_jump,51,61
0,0,2,2,0,-24,0,583,700,Ground,NoEnemy,NoEnemy,Coin,move,225,257
0,0,2,2,0,-24,0,583,700,Ground,NoEnemy,NoEnemy,Coin,move,225,267
0,0,0,0,0,-24,0,500,700,Ground,NoEnemy,NoEnemy,NoCoin,move,257,267
0,0,0,0,0,0,80,141,1204,Air,Enemy,NoEnemy,NoCoin,move_jump,257,267
0,0,2,2,0,0,-24,316,700,Ground,NoEnemy,NoEnemy,Coin,move,331,363
0,0,0,0,0,80,0,100,894,Air,NoEnemy,Enemy,NoCoin,move_jump,373,437
0,0,0,0,0,0,0,1414,761,Air,NoEnemy,NoEnemy,NoCoin,move_jump,373,437
0,0,0,0,0,0,0,1414,761,Air,NoEnemy,NoEnemy,NoCoin,move_jump,373,447
0,0,0,0,0,80,0,100,761,Air,NoEnemy,Enemy,NoCoin,move_jump,437,463
0,0,0,0,0,-60,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,463,431
0,0,2,2,2,-24,0,707,905,Ground,NoEnemy,NoEnemy,Coin,move,431,511
0,0,2,2,2,-24,0,707,905,Ground,NoEnemy,NoEnemy,Coin,move,431,511
0,0,0,0,2,-24,0,707,921,Ground,NoEnemy,NoEnemy,NoCoin,move,463,527
0,0,2,2,2,0,-24,608,905,Ground,NoEnemy,NoEnemy,Coin,move,463,543
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,671,681
0,0,0,0,-85,-60,80,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,681,681
0,0,0,0,0,0,-85,200,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,681,681
0,0,0,0,0,0,0,300,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,681,681
0,0,0,0,-60,0,80,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,681,691
0,0,80,-60,-60,0,-60,141,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,691,691
0,0,2,2,0,-24,-24,412,905,Ground,NoEnemy,NoEnemy,Coin,move,723,861
0,0,0,0,0,-24,-24,316,905,Ground,NoEnemy,NoEnemy,NoCoin,move,755,861
0,0,0,0,0,-24,-24,316,905,Ground,NoEnemy,NoEnemy,NoCoin,move,755,861
0,0,0,0,0,80,0,100,900,Ground,NoEnemy,Enemy,NoCoin,move,755,925
0,0,2,2,2,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,Coin,move,829,989
0,0,2,2,2,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,Coin,move,829,989
0,0,0,0,2,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,NoCoin,move,861,989
0,0,2,2,2,-24,-24,1414,700,Ground,NoEnemy,NoEnemy,Coin,move,861,989
-24,0,0,0,0,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,1053,1063
-24,0,0,0,0,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,1053,1063
0,0,0,0,0,80,0,200,1414,Ground,NoEnemy,Enemy,NoCoin,move,1053,1089
0,0,0,0,80,-60,-60,300,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1053,1089
0,0,0,0,80,-60,-60,282,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1063,1089
0,0,0,0,0,0,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,1063,1089
0,0,0,0,0,80,0,300,854,Air,NoEnemy,Enemy,NoCoin,move_jump,1089,1147
0,0,2,2,2,-24,-24,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,1173,1301
0,0,2,2,2,-24,-24,1414,707,Ground,NoEnemy,NoEnemy,Coin,move,1173,1301
0,0,0,0,2,-24,-24,1414,707,Ground,NoEnemy,NoEnemy,NoCoin,move,1205,1317
0,0,2,2,2,-24,-24,948,700,Ground,NoEnemy,NoEnemy,Coin,move,1205,1317
0,0,0,80,0,-60,-60,100,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,1333,1343
0,0,0,0,0,80,-60,100,447,Air,NoEnemy,Enemy,NoCoin,move_jump,1343,1407
0,0,0,0,-24,-60,-60,1414,360,Ground,NoEnemy,NoEnemy,NoCoin,move,1343,1407
0,0,0,0,-24,-60,-60,1414,360,Ground,NoEnemy,NoEnemy,NoCoin,move,1343,1407
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,80,0,-60,-60,100,1140,Ground,Enemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,2,2,0,-24,-24,509,141,Ground,NoEnemy,NoEnemy,Coin,move,111,143
0,0,0,0,0,80,-24,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,361,371
0,0,0,-24,-60,-60,-60,921,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,371,381
0,0,0,0,0,0,-24,900,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,371,381
0,0,0,0,0,-60,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,371,381
0,0,0,0,0,80,0,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,371,381
0,0,0,2,0,-24,0,316,412,Ground,NoEnemy,NoEnemy,Coin,move,525,551
0,0,0,0,0,-24,0,316,412,Ground,NoEnemy,NoEnemy,NoCoin,move,541,551
0,0,0,0,0,-24,0,316,412,Ground,NoEnemy,NoEnemy,NoCoin,move,541,551
-24,0,0,0,0,-24,80,141,400,Ground,Enemy,NoEnemy,NoCoin,move,541,519
0,0,0,0,0,80,-60,100,1414,Ground,NoEnemy,Enemy,NoCoin,move,541,519
0,0,2,2,2,-24,-24,300,316,Ground,NoEnemy,NoEnemy,Coin,move,525,631
0,0,2,0,2,-24,-24,300,316,Ground,NoEnemy,NoEnemy,NoCoin,move,541,631
0,2,2,2,0,-24,0,223,300,Ground,NoEnemy,NoEnemy,Coin,move,541,631
0,2,2,0,0,-24,80,141,300,Ground,Enemy,NoEnemy,NoCoin,move,557,689
0,2,2,2,0,80,0,100,900,Ground,NoEnemy,Enemy,Coin,move,631,721
2,0,2,0,0,-60,-60,0,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,631,721
2,0,0,0,0,-60,-60,1414,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,657,737
0,0,2,2,2,-24,-24,806,700,Ground,NoEnemy,NoEnemy,Coin,move,689,769
0,0,0,0,0,80,0,200,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,769,769
0,0,0,0,-85,0,0,824,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,769,769
0,0,0,0,-85,-60,-60,854,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,769,769
0,0,-60,-60,-60,80,-60,200,500,Air,NoEnemy,Enemy,NoCoin,move_jump,769,811
0,0,0,0,0,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,875,885
0,0,0,0,0,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,875,885
0,0,0,0,0,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,875,885
0,0,2,2,2,-24,-24,412,900,Ground,NoEnemy,NoEnemy,Coin,move,975,1033
0,0,2,2,2,-24,-24,412,900,Ground,NoEnemy,NoEnemy,Coin,move,975,1033
0,0,2,2,2,-24,-24,316,900,Ground,NoEnemy,NoEnemy,Coin,move,975,1033
0,0,2,0,2,-24,-24,316,900,Ground,NoEnemy,NoEnemy,NoCoin,move,991,1033
0,2,0,0,0,0,80,141,900,Ground,Enemy,NoEnemy,NoCoin,move,1007,1033
0,0,0,0,0,80,0,100,509,Air,NoEnemy,Enemy,NoCoin,move_jump,1283,1329
0,0,0,0,0,0,-24,509,500,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1283,1329
0,0,0,-24,-24,-60,-60,500,600,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1293,1329
0,0,0,0,0,0,80,141,500,Ground,Enemy,NoEnemy,NoCoin,move,1293,1329
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,80,0,-60,-60,100,1081,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,-43
0,0,0,0,0,80,0,100,894,Air,NoEnemy,Enemy,NoCoin,move_jump,-1,-33
0,0,0,2,2,0,2,141,905,Ground,NoEnemy,NoEnemy,Coin,move,-33,41
0,0,2,-24,-24,-60,-60,670,509,Air,NoEnemy,NoEnemy,NoCoin,move_jump,9,41
0,0,0,0,2,0,0,608,921,Air,NoEnemy,NoEnemy,NoCoin,move_jump,41,41
0,0,2,2,2,-24,80,141,707,Ground,Enemy,NoEnemy,Coin,move,41,131
0,0,2,2,2,-24,80,141,707,Ground,Enemy,NoEnemy,Coin,move,41,131
0,0,2,2,0,80,-24,100,700,Ground,NoEnemy,Enemy,Coin,move,73,131
0,0,2,-24,-24,-60,-60,0,800,Air,NoEnemy,NoEnemy,NoCoin,move_jump,73,131
0,0,2,-24,-24,-60,-60,670,800,Air,NoEnemy,NoEnemy,NoCoin,move_jump,83,131
0,0,0,0,0,80,80,100,761,Air,Enemy,Enemy,NoCoin,move_jump,131,205
0,0,2,2,2,-24,-24,412,806,Ground,NoEnemy,NoEnemy,Coin,move,141,215
0,0,2,2,2,-24,-24,412,806,Ground,NoEnemy,NoEnemy,Coin,move,141,215
0,0,0,0,2,-24,-24,412,806,Ground,NoEnemy,NoEnemy,NoCoin,move,173,215
0,0,2,2,0,-24,-24,316,800,Ground,NoEnemy,NoEnemy,Coin,move,173,215
0,0,0,0,0,-24,80,141,1140,Ground,Enemy,NoEnemy,NoCoin,move,205,173
0,0,0,0,0,-24,80,141,1140,Ground,Enemy,NoEnemy,NoCoin,move,205,173
0,0,0,0,80,80,80,0,632,Ground,Enemy,Enemy,NoCoin,move_jump,725,773
0,0,0,0,0,0,0,100,608,Air,NoEnemy,NoEnemy,NoCoin,move_jump,725,773
0,0,0,0,0,0,0,200,500,Air,NoEnemy,NoEnemy,NoCoin,move_jump,725,773
0,0,2,2,2,-24,-24,806,141,Ground,NoEnemy,NoEnemy,Coin,move,725,853
0,0,0,0,0,0,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,869,879
0,0,0,0,0,80,0,100,806,Air,NoEnemy,Enemy,NoCoin,move_jump,889,889
0,0,0,0,0,0,0,1414,721,Air,NoEnemy,NoEnemy,NoCoin,move_jump,889,889
0,0,0,0,0,-60,-60,1414,781,Air,NoEnemy,NoEnemy,NoCoin,move_jump,889,905
-24,0,2,2,2,-24,-24,761,412,Ground,NoEnemy,NoEnemy,Coin,move,921,1017
0,0,0,0,0,0,80,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,1017,1027
0,0,0,0,-62,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,1037,1037
-62,0,0,0,0,0,0,200,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1037,1037
0,-62,0,0,0,0,0,300,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1037,1037
0,0,0,0,0,-60,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,1037,1047
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,1067,1067
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,80,0,0,0,0,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,9
0,0,0,80,0,80,0,0,1414,Air,Enemy,Enemy,NoCoin,move_jump,-1,9
0,0,0,0,0,0,0,1131,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,0,0,0,0,80,141,905,Air,Enemy,NoEnemy,NoCoin,move_jump,-1,9
0,0,0,0,-60,80,0,100,1272,Air,NoEnemy,Enemy,NoCoin,move_jump,19,-23
0,0,2,2,2,-24,0,824,141,Ground,NoEnemy,NoEnemy,Coin,move,93,189
0,0,2,2,2,-24,0,824,141,Ground,NoEnemy,NoEnemy,Coin,move,93,189
0,0,2,2,2,-24,0,824,141,Ground,NoEnemy,NoEnemy,Coin,move,93,199
0,0,2,0,2,-24,0,824,141,Ground,NoEnemy,NoEnemy,NoCoin,move,109,199
0,0,0,0,0,0,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,189,199
0,0,0,0,0,80,0,200,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,199,199
0,0,0,0,0,0,0,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,199,199
0,0,0,0,0,0,0,0,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,199,199
0,0,0,80,0,0,0,0,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,199,199
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,199,199
0,0,0,0,0,0,0,1414,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,2,2,2,-24,-24,1414,806,Ground,NoEnemy,NoEnemy,Coin,move,31,191
0,0,2,80,2,-24,-24,223,141,Ground,Enemy,NoEnemy,NoCoin,move_jump,255,297
0,0,0,0,0,80,0,0,943,Air,NoEnemy,Enemy,NoCoin,move_jump,307,317
0,0,0,0,0,-60,-60,608,1000,Air,NoEnemy,NoEnemy,NoCoin,move_jump,317,317
0,0,0,0,0,0,0,500,943,Air,NoEnemy,NoEnemy,NoCoin,move_jump,317,317
0,0,0,0,0,80,0,100,984,Air,NoEnemy,Enemy,NoCoin,move_jump,317,349
-24,0,0,2,2,-24,-24,806,900,Ground,NoEnemy,NoEnemy,Coin,move,349,445
-24,0,2,0,2,-24,-24,806,900,Ground,NoEnemy,NoEnemy,Coin,move,349,445
-24,0,2,0,2,-24,-24,806,900,Ground,NoEnemy,NoEnemy,Coin,move,349,445
-24,0,0,0,2,-24,-24,806,900,Ground,NoEnemy,NoEnemy,NoCoin,move,381,455
0,0,0,0,0,0,80,223,860,Air,Enemy,NoEnemy,NoCoin,move_jump,445,535
0,0,0,0,2,80,-24,0,700,Air,NoEnemy,Enemy,NoCoin,move_jump,503,535
0,0,2,2,80,-24,-24,200,700,Ground,NoEnemy,NoEnemy,Coin,move,503,535
0,0,0,80,0,-24,-24,100,700,Air,Enemy,NoEnemy,NoCoin,move_jump,535,535
0,0,0,0,0,80,0,100,600,Air,NoEnemy,Enemy,NoCoin,move_jump,535,535
0,0,0,0,0,0,80,141,670,Air,Enemy,NoEnemy,NoCoin,move_jump,545,545
0,0,2,2,2,-24,-24,707,900,Ground,NoEnemy,NoEnemy,Coin,move,577,689
0,0,2,2,2,-24,-24,707,900,Ground,NoEnemy,NoEnemy,Coin,move,577,689
0,0,2,2,2,-24,-24,707,900,Ground,NoEnemy,NoEnemy,Coin,move,577,705
0,0,0,0,2,-24,-24,707,900,Ground,NoEnemy,NoEnemy,NoCoin,move,609,737
0,0,0,0,0,-24,80,100,900,Ground,Enemy,NoEnemy,NoCoin,move,737,747
0,0,0,0,0,-24,80,100,900,Ground,Enemy,NoEnemy,NoCoin,move,737,747
0,0,0,0,0,80,-60,0,1414,Ground,NoEnemy,Enemy,NoCoin,move,737,747
0,0,0,-60,-60,-60,-60,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,737,747
0,0,0,-60,-60,-60,-60,316,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,747,747
0,0,0,0,0,80,0,100,565,Air,NoEnemy,Enemy,NoCoin,move_jump,747,853
0,0,2,2,2,-24,-24,728,141,Ground,NoEnemy,NoEnemy,Coin,move,757,853
0,0,2,2,2,-24,-24,728,141,Ground,NoEnemy,NoEnemy,Coin,move,757,853
0,0,2,2,2,-24,-24,728,141,Ground,NoEnemy,NoEnemy,Coin,move,757,853
0,0,0,0,2,-24,-24,728,223,Ground,NoEnemy,NoEnemy,NoCoin,move,789,853
0,0,0,0,0,0,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,853,811
0,0,0,80,0,-60,-60,223,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,853,811
0,0,0,0,0,80,80,100,824,Air,Enemy,Enemy,NoCoin,move_jump,811,811
0,0,0,0,0,0,0,200,806,Air,NoEnemy,NoEnemy,NoCoin,move_jump,811,811
0,0,0,0,0,0,0,300,800,Air,NoEnemy,NoEnemy,NoCoin,move_jump,811,811
0,0,0,0,0,80,0,100,500,Air,NoEnemy,Enemy,NoCoin,move_jump,811,875
0,0,2,2,0,0,-24,905,141,Ground,NoEnemy,NoEnemy,Coin,move,843,875
0,0,2,-24,-24,-60,-60,900,223,Air,NoEnemy,NoEnemy,NoCoin,move_jump,843,875
0,0,2,-24,-24,-60,-60,905,223,Air,NoEnemy,NoEnemy,NoCoin,move_jump,843,875
0,0,0,0,0,0,80,141,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,875,885
0,0,0,0,0,0,80,141,608,Ground,Enemy,NoEnemy,NoCoin,move,885,1039
0,0,2,2,2,-24,-24,447,141,Ground,NoEnemy,NoEnemy,Coin,move,975,1049
0,0,2,2,2,80,0,700,800,Ground,NoEnemy,Enemy,Coin,move,1129,1293
0,0,2,0,-24,-60,-60,1063,900,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1139,1293
0,0,0,0,0,0,0,781,600,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1187,1293
0,0,0,2,0,80,2,600,700,Air,NoEnemy,Enemy,Coin,move_jump,1251,1293
0,0,0,0,0,0,80,600,700,Air,Enemy,NoEnemy,NoCoin,move_jump,1293,1293
0,0,2,2,2,-24,-24,300,223,Ground,NoEnemy,NoEnemy,Coin,move,1293,1421
0,0,0,0,2,-24,-24,300,282,Ground,NoEnemy,NoEnemy,NoCoin,move,1325,1421
0,0,0,0,2,0,0,223,223,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1357,1421
0,0,0,0,2,-24,80,100,806,Air,Enemy,NoEnemy,NoCoin,move_jump,1453,1553
0,0,2,2,2,80,-24,0,800,Air,NoEnemy,Enemy,Coin,move_jump,1453,1553
0,0,2,2,0,-24,-24,200,800,Ground,NoEnemy,NoEnemy,Coin,move,1511,1553
0,0,2,2,0,-24,-24,200,800,Ground,NoEnemy,NoEnemy,Coin,move,1511,1553
0,0,2,2,0,-24,-24,200,800,Ground,NoEnemy,NoEnemy,Coin,move,1511,1553
0,0,0,0,0,-24,-24,200,800,Ground,NoEnemy,NoEnemy,NoCoin,move,1543,1553
0,0,0,0,0,-24,80,100,500,Ground,Enemy,NoEnemy,NoCoin,move,1543,1553
0,0,0,0,-60,80,0,0,1414,Ground,NoEnemy,Enemy,NoCoin,move,1543,1553
0,0,0,0,-60,-60,-60,100,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1543,1553
0,0,0,0,-60,-60,-60,509,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1553,1553
0,0,2,2,0,0,0,721,608,Ground,NoEnemy,NoEnemy,Coin,move,1617,1675
0,0,0,0,0,80,0,0,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,1665,1685
0,0,0,0,0,-60,-60,300,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1665,1685
0,0,0,0,0,-60,-60,300,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,1675,1685
0,0,0,0,-60,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,1675,1685
0,0,0,0,0,0,0,1204,1204,Air,NoEnemy,NoEnemy,NoCoin,move_jump,-1,-1
0,0,2,2,2,-24,0,1414,141,Ground,NoEnemy,NoEnemy,Coin,move,-1,159
0,0,0,0,-60,0,80,141,800,Ground,Enemy,NoEnemy,NoCoin,move,319,329
0,0,0,0,0,80,0,100,640,Air,NoEnemy,Enemy,NoCoin,move_jump,409,483
0,0,0,0,80,-60,-60,0,707,Air,NoEnemy,NoEnemy,NoCoin,move_jump,409,483
0,0,0,0,80,-60,-60,200,707,Air,NoEnemy,NoEnemy,NoCoin,move_jump,419,483
0,0,0,0,-60,0,80,141,565,Air,Enemy,NoEnemy,NoCoin,move_jump,419,483
0,0,2,2,2,-24,0,824,806,Ground,NoEnemy,NoEnemy,Coin,move,419,483
0,0,0,0,0,80,0,100,1414,Air,NoEnemy,Enemy,NoCoin,move_jump,503,503
0,0,0,0,-60,-60,-60,707,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,503,503
0,0,0,0,-60,-60,-60,707,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,503,503
0,0,0,80,80,-60,-60,412,1414,Air,Enemy,NoEnemy,NoCoin,move_jump,503,523
0,0,0,0,0,80,80,800,1414,Air,Enemy,Enemy,NoCoin,move_jump,513,523
0,0,2,2,2,-24,-24,509,900,Ground,NoEnemy,NoEnemy,Coin,move,575,639
0,0,2,2,2,-24,-24,509,900,Ground,NoEnemy,NoEnemy,Coin,move,575,639
0,0,2,2,2,-24,-24,509,900,Ground,NoEnemy,NoEnemy,Coin,move,575,639
0,0,0,0,2,-24,-24,509,900,Ground,NoEnemy,NoEnemy,NoCoin,move,607,639
0,0,0,0,0,0,80,141,900,Air,Enemy,NoEnemy,NoCoin,move_jump,639,713
0,0,0,0,0,80,0,100,984,Air,NoEnemy,Enemy,NoCoin,move_jump,649,713
0,0,0,0,0,0,0,141,894,Air,NoEnemy,NoEnemy,NoCoin,move_jump,649,713
0,0,0,0,0,0,0,100,854,Air,NoEnemy,NoEnemy,NoCoin,move_jump,649,713
0,0,2,2,0,-24,-24,316,900,Ground,NoEnemy,NoEnemy,Coin,move,681,713
0,0,0,0,-60,-24,80,141,1414,Ground,Enemy,NoEnemy,NoCoin,move,713,713
0,0,0,-60,-60,80,-60,100,1414,Ground,NoEnemy,Enemy,NoCoin,move_jump,713,713
0,0,0,0,-85,0,-60,200,1414,Air,NoEnemy,NoEnemy,NoCoin,move_jump,713,713
